language,toxic_input,detox_output,source,split
es,Te das cuenta la panda de retrasados que se han puesto a soltar espumarajos?,Te das cuenta qué ridiculous se han puesto a soltar espumajaros.,MultiParaDetox,es
es,La única solución es irse de este país de mierda.,La única solución es irse de este país.,MultiParaDetox,es
es,Sigue existiendo mucha basura en España que limpiar y no solo en lo politico.,Sigue existiendo mucha cosas en España que limpiar y no solo en lo politico.,MultiParaDetox,es
es,Los centros de menores no tutelados son escuelas de delincuentes. ,Los centros de menores no tutelados pueden presentar desafíos en la prevención del comportamiento delictivo.,MultiParaDetox,es
es,Esto para un pedazo de retrasado como tu:,Esto para ti:,MultiParaDetox,es
es,"fijate, todo tiene su lado bueno, hasta el puto coronabicho","Fíjate, todo tiene su lado bueno.",MultiParaDetox,es
es,: #ModeloPodemos Ser comunistas y joder España  #LaHoraAzulPP278,: #Modelpodemos ser comunistas y vencer a España  # LaHoraAzulPP278,MultiParaDetox,es
es,el Partido Socialista de Andalucía son una banda de delincuentes y chorizos,el Partido Socialista de Andalucía no son honrados,MultiParaDetox,es
es,Los mejores los más preparados para cortar cabezas,Los mejores los más preparados para realizar el trabajo,MultiParaDetox,es
es,Y además te apellidas Castillo. Hay que ser un charnego retrasado encima..,Y además te apellidas Castillo.,MultiParaDetox,es
es,"Son los mejores. Paguita, alquiler y seguridad social ya. Rasistas","Son los mejores. Paguita, alquiler y seguridad social ya.",MultiParaDetox,es
es,La mitad catalana borrega independentista sigue creyéndose sus mentiras.,La mitad catalana independentista sigue creyéndose sus mentiras,MultiParaDetox,es
es,pues mucho  no entiendo pq llamarlo asi cuando la palabra no es ofensiva  putos progres,Pues mucho no entiendo pq llamarlo asi cuando la palabra no es ofensiva,MultiParaDetox,es
es,Este es el maricón de Aida?,Este es el de Aida?,MultiParaDetox,es
es,gummy cuando te pones subnormal eres un tocacojones,"Gummy, cuando te comportas de manera inapropiada, te vuelves una molestia.",MultiParaDetox,es
es,y snk ultima temp pronto   pd rachel puta zorra la traicion no se perdona,ps rachel la traición no se perdona,MultiParaDetox,es
es,"Lo que Cuba hace, como siempre, es propaganda mentirosa para que descerebrados como Nuñez repitan como loros.","Lo que Cuba está haciendo, como siempre, es propaganda para que gente como Núñez repita.",MultiParaDetox,es
es,Este wifi boliguayo de mierda,Este mal wifi boliviano,MultiParaDetox,es
es,"los Salesianos de San Francisco de Sales, Los Marianistas y los fascistas vecinos del San Cirano nos ablandaron en exceso.","los Salesianos de San Francisco de Sales, Los Marianistas y los vecinos del San Cirano nos ablandaron en exceso.",MultiParaDetox,es
es,"Habla español, catalán de mierda 😋",Habla español,MultiParaDetox,es
es,Por mucho que intentes ser del Madrid nunca dejaras de ser un sudaca xd,Por mucho que intentes ser del Madrid nunca dejaras de ser un sudamericano xd,MultiParaDetox,es
es,"Estaba tan bien durmiendo hasta q vino roco a despertarme, enano de mierda😒",Estaba tan bien durmiendo hasta q vino roco a despertarme 😒,MultiParaDetox,es
es,No creo que haya en el mundo alguien que me dé más asco y sea más subnormal que Dani Rovira.,No soporto a Dani Rovira,MultiParaDetox,es
es,"Este cabron está peor que los 1,200 que están por llegar",Es peor que los 1.200 que aún están por venir,MultiParaDetox,es
es,Esos comunistas nazis judeo musulmanes creyéndose los reyes de la física,Esa gente creyéndose los reyes de la física.,MultiParaDetox,es
es,Tu también Matt Reeves y tus putas ideas pendejas,Tu también Matt Reeves y tus ideas,MultiParaDetox,es
es,"Que traigan otro cargamento, necesitamos más pagapensiones son una inversión de futuro.","Que traigan otro cargamento, necesitamos más contribuyentes para asegurar las pensiones; son una inversión de futuro.",MultiParaDetox,es
es,para vos y todos los trolos panelistas putos de Fox,Para vos y todos los de Fox,MultiParaDetox,es
es,Yo soy así puto moro,Yo soy así,MultiParaDetox,es
es,"Charnego mañana salgo para ir a trabajar,  cosa que tu no sabes lo que es...","mañana salgo para ir a trabajar,  cosa que tu no sabes lo que es...",MultiParaDetox,es
es,"Y a mí qué me importa lo que tú ""notes"", facha?","Y a mí qué me importa lo que tú ""notes""?",MultiParaDetox,es
es,"unos vecinos del primero son más rojos y perroflautas que la hostia, les he dejado 6 entradas en el buzón","unos vecinos del primero son comunistas, les he dejado 6 entradas en el buzón",MultiParaDetox,es
es,Pues puede trabajar de carnicero para pagar pensiones,Entonces podría trabajar como carnicero para cubrir las pensiones.,MultiParaDetox,es
es,"Un cargador escaso de argumentario, parece.",Parece que tienes un cargador escaso de argumentos.,MultiParaDetox,es
es,A Emery se la devuelven por subnormal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,A Emery se la devuelven por no see normal. PLANTEA A LA PROXIMA UN BUEN PARTIDO,MultiParaDetox,es
es,O sea que ahora la mafia tiene viajes de ida y vuelta,Así que ahora la mafia ofrece viajes de ida y vuelta.,MultiParaDetox,es
es,"A su vez que no es lo mismo ser cristiano que catolico , pero tu eres CATETA.",A su vez que no es lo mismo ser cristiano que catolico.,MultiParaDetox,es
es,"el término correcto es ""seres humanos de color crema""","El término correcto es ""personas de tono crema"".",MultiParaDetox,es
es,"Olé sus huevos morenos (los del periodista). Si hablas de expulsar del pais a alguien, porque omites la nacionalidad.","si hablas de expulsar a alguien de el pais, porque omites la nacionalidad",MultiParaDetox,es
es,"#CeseDefinitivoCPCCS estos miserables su salida del CPCCS va hacer mas rápido q su puta nombramiento,","#CeseDefinitivoCPCCS  su salida del CPCCS va hacer mas rápido que su nombramiento,",MultiParaDetox,es
es,Ahora un nazi en RTVE #lahoraespinosadelosmonteros,Ahora este hombre en RTVE #lahoraespinosadelosmonteros,MultiParaDetox,es
es,"muy ateos que sois pero bien que os gustaría ser dios, eh? malditos hipocritas","Muy ateos que sois pero bien que os gustaría ser dios, eh? Es un poco hipócrita.",MultiParaDetox,es
es,"Hostia, como la quimioterapia, nos hace daño, pero si aguantamos lo suficiente, podemos vencer al cáncer.","Como la quimioterapia, nos hace daño, pero si aguantamos lo suficiente, podemos vencer al cáncer.",MultiParaDetox,es
es,ESPAÑA CORRUPPCIÓN Derecha PP fascista franquista gobernando con 30% en España no entiende porqué Cataluña quiere Independencia y República.,ESPAÑA un partido de derecha CORRUPTO que gobierna con el 30% en España no entiende por qué Cataluña quiere la Independencia y la República.,MultiParaDetox,es
es,"Pues a mi me recuerda tus diversas lesiones graves y me descojono, subnormal. Acabado.","Bueno, me recuerda tus diversas lesiones graves y me enfado.",MultiParaDetox,es
es,"Mientras tanto, la gente matandose a currar como cabrones para vivir en una puta colmena","Mientras tanto, la gente trabaja arduamente para vivir en espacios muy reducidos.",MultiParaDetox,es
es,porque no tenéis a un subnormal por entrenador.,porque no tenéis a un loco por entrenador.,MultiParaDetox,es
es,"Quién te querría besar a ti, mongolo.",Quien te querria besar a ti,MultiParaDetox,es
es,"que asco de gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan","Que terrible gente dios, que busquen el significado de hembrismo y de feminismo y luego hablan",MultiParaDetox,es
es,"Los políticos lo toleran todo lo que no va contra ellos, baste fijarse en Iglesias, con su casoplón.","Los políticos toleran todo lo que no les afecta directamente, basta con observar a Iglesias y su gran casa.",MultiParaDetox,es
es,Aquí va una canción para todos y cada uno de los putos fascistas del PP… Fuck You de Lily Allen,Aquí tenéis una canción para todos y cada uno de los PP... You de Lily Allen,MultiParaDetox,es
es,"Está viniendo lo mejor de cada casa para mejorar el país, sin duda alguna.","Están viniendo personas con talento de diversos orígenes para contribuir al progreso del país, sin duda alguna.",MultiParaDetox,es
es,Que cabron el que publicó la foto de los finalistas de master chef😡😂😂,Que malo el que publicó la foto de los finalistas de master chef😡😂😂,MultiParaDetox,es
es,qué bonito es ver a fachas rabiar dios me ahogo,qué bonito es ver a fachas rabiar dios,MultiParaDetox,es
es,Cuánto facha de mierda en una mención voy a vomitar,Cuanta apariencia en una mención voy a vomitar,MultiParaDetox,es
es,Pero sois periodistas o idiotas? Aún estando en catalán pone Franquismo!,Son periodistas o qué aún estando en catalán ponen franquismo,MultiParaDetox,es
es,hay que ser hp para robar un zumo en alta mar.,Hay que ser inconciente para robar un zumo en alta mar,MultiParaDetox,es
es,La última mamarrachada de EA es tremenda.,La última payasada de EA es tremenda.,MultiParaDetox,es
es,"Es su cultura y hay que respetarla. Un abrazo desde Ronda, Málaga.","Es importante respetar su cultura. Un saludo desde Ronda, Málaga.",MultiParaDetox,es
es,¿Van a seguir con el mismo tema de los comediantes mediocres?,¿Van a seguir con el mismo tema de los comediantes?,MultiParaDetox,es
es,no te sale bien el catalán prueba en francés... chupala hijo puta 😂😂😂,No te sale bien el catalan prueba en francés,MultiParaDetox,es
es,Antes me como un whopper que decir algo bueno del subnormal ese,Antes me como un Whopper porque decir algo de él,MultiParaDetox,es
es,Daros prisa. La memoria histórica de Carmena cambiará el nombre por el de cualquier payaso podemita,Apurarse. La memoria histórica de Carmena cambiará su nombre por otro nombre podemita.,MultiParaDetox,es
es,"Ya venís en manada a quejaros, anda a tomarte una mArandina.   ","Ya venís en manada a quejaros, anda a tomarte una mandarina.",MultiParaDetox,es
es,son sus costumbres y hay que respetarlas..,Son tradiciones que merecen ser respetados,MultiParaDetox,es
es,"Mamona, tengan la mierda que tengan ellos, lo nuestro sigue siendo igual de lamentable",Tengan los que tengan ellos igual lo nuestro sigue lamentable,MultiParaDetox,es
es,"Han quedado los últimos   ""Gran mayoría""  Además de facha, tonto.","Han quedado los últimos   ""Gran mayoría""",MultiParaDetox,es
es,El dia que morais todos los fachas podre palmarla tranquilo ...,"El día en que desaparezcan todos los extremistas, podré vivir en paz...",MultiParaDetox,es
es,No he leído a una sola mujer quejarse de twitt solo a los de siempre....los machirulos fachas ...que asquito,No he leído a una sola mujer quejarse de twitt,MultiParaDetox,es
es,"Aquí Piatti que no metía un puto gol y en el Español, lleva ya unos cuantos, mamón. ☹️","Aquí Piatti que no metía un gol y en el Español, lleva ya unos cuantos",MultiParaDetox,es
es,"Ahora pides asilo político HDP, ahora las escorias oficialistas pidiendo asilo que tal.","Ahora pides asilo político HDP, ahora las oficialistas pidiendo asilo que tal.",MultiParaDetox,es
es,"Encima cacho parguela te pones de gilipollas con ella, subnormal",Encima te pones de maleducado con ella,MultiParaDetox,es
es,"Que alguien se lo impida, que todavía les quedan pensiones por pagar.","Que alguien intervenga para detenerlo, aúin tiene pnesiones pendientes por pagar",MultiParaDetox,es
es,y el drama con el guiri de mierda de seamus en eurovision super living,Y el drama con el guiri  de seamus en eurovision super living,MultiParaDetox,es
es,"Cada vez, la situación del país está en la mierda la de mierdísima #FreddyGuevaraTeCAGASTE","Cada vez, la situación del país está en mala",MultiParaDetox,es
es,Ghostt subnormal se nota a la legua que eres tú el ... — Mira como llora el puto bizco,Ghostt  se nota a la legua que eres tú el ... — Mira como llora,MultiParaDetox,es
es,tu respuesta dice que no crees que el catalán tendría que ser de obligatorio entendimiento. Eres un puto…,Su respuesta afirma que no cree que el catalán deba ser una lengua obligatoria para ser comprendido.,MultiParaDetox,es
es,"Lo trataré con el trato maricon, penca, discriminatorio como trató a varios de mis compañeros 😒 VIEJO CULIAO.",Lo trataré  como trató a varios de mis compañeros,MultiParaDetox,es
es,no podia esperar a llegar a tierra para ponerse manos a la. obra,No podía esperar a llegar a tierra para comenzar a trabajar.,MultiParaDetox,es
es,"En ESPAÑA tenemos un Gobierno PSOE-UP, asi que simplemente estamos DISFRUTANDO LO VOTADO.","En España, contamos con un Gobierno PSOE-UP, así que simplemente estamos experimentando las consecuencias de lo votado.",MultiParaDetox,es
es,Hay gente dándose cuenta de que Hamilton es imbécil en pleno 2020.,Hay personas que entienden que Hamilton no es el mejor a mediados de 2020.,MultiParaDetox,es
es,"Veo el tweet y digo ""mira un subnormal"" pero veo los reply y no, son unos cuantos más.","Veo el tweet y digo ""mira un personaje"" pero veo los reply y no, son unos cuantos más.",MultiParaDetox,es
es,No los vio el open arms,El Open Arms no los avistó.,MultiParaDetox,es
es,"Me gustaría saber lo que tú harías, si te llegará a pasar a ti. Eres el típico charlatán de feria.",Me gustaría saber qué harías si te sucediera a ti. A veces pareces muy persuasivo en tus argumentos.,MultiParaDetox,es
es,Porque usted es un hombre de bien y con valores. Esos otros son alimañas y 0,Porque usted es un hombre de bien y con valores. Esos otros no lo son,MultiParaDetox,es
es,Un Catalan a clasificado al Barça  Cabroooooonnn,Un Catalan a clasificado al Barça,MultiParaDetox,es
es,"Jajajajaja turco, subnormal, cuñado e español madremía.... PLENOOOO","Jajajajaja turco, cuñado e español madremía.... PLENOOOO",MultiParaDetox,es
es,"Lo mejor, es que ya lo tenemos aquí y tenemos que mantenerlo en la cárcel, gracias","Lo positivo es que ya lo tenemos aquí y debemos asegurarnos de mantenerlo en la cárcel, muchas gracias",MultiParaDetox,es
es,"- Porque se que es la única forma que me visiten todos los fines de semana, borrachos malparidos",- Porque se que es la única forma que me visiten todos los fines de semana.,MultiParaDetox,es
es,Daniel has muerto o algo no te veo twittear como un subnormal,Daniel has muerto o algo no te veo twittear,MultiParaDetox,es
es,"Pinche gobierno de mierda, no ayudan pero como estorban HDSPM.","gobierno, no ayudan pero como estorban HDSPM.",MultiParaDetox,es
es,"Los gallegos viejos, en gran parte, son basura franquista.  Entre los jóvenes ya hay mucha más dignidad.",Los gallegos viejos en gran parte son franquistas entre jóvenes ya hay mucha más dignidad,MultiParaDetox,es
es,Muchas veces en sus carceles sobornan a gente y viven como reyes.,En muchas ocasiones en sus cárceles sobornan a personas y viven con lujos.,MultiParaDetox,es
es,Cómo estará el país para que ni los moros quieran estar,como estará el pais para que no quieran estar,MultiParaDetox,es
es,"Ah, porque se va y viene la hija puta. Están haciendo el subnormal apagando y encendiendo","Ah, porque esta hija va y viene. Hacen algo anormal, se apagan y se encienden.",MultiParaDetox,es
es,"Son los mismos miserables de siempre, porque sera que siempre votan negativo a este tipo de noticias.......",Siempre son los mismos individuos desagradables; ¿por qué será que siempre votan negativo en este tipo de noticias?,MultiParaDetox,es
es,"Una paguita para ese hombre, que se ve con ganas de integrarse y aceptar nuestras reglas/costumbres.","Sería apropiado proporcionar alguna ayuda económica a ese hombre, parece estar dispuesto a integrarse y aceptar nuestras reglas y costumbres.",MultiParaDetox,es
es,"Eso no lo sabemos, puede que vinieran de pequeños. Si es asi, expulsión.","No podemos estar seguros, podrían haber venido de pequeños. Si es el caso, considerar la expulsión.",MultiParaDetox,es
es,#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado Fascista,#YoSoyAnonymousUE basta de absurda represión victimista por parte del Estado,MultiParaDetox,es
es,Ahora tampoco respetaréis la democracia fascistas de mierda???,Ahora tampoco respetaréis la democracia????,MultiParaDetox,es
es,Y los otros haciéndose los traumados cuando no dudarían en hacer eso mismo,"Y los demás actuando como si estuvieran afectados, cuando en realidad no dudarían en hacer lo mismo",MultiParaDetox,es
es,"El homófobo #obispo de #Cordoba recomienda rezar más en vacaciones [y follar menos, claro].  vía",El  #obispo de #Cordoba recomienda rezar más en vacaciones .  vía,MultiParaDetox,es
es,Supongo que Perro le dará asilo en la Moncloa ,Supongo que el presidente le dara asilo en la Moncloa,MultiParaDetox,es
es,"al guadalquivir primooo! Sigue insultando por internet, que eres un gitano falso.",Al guadalquivir primo sigue haciendo comentarios ofensivos por internet,MultiParaDetox,es
es,Pero que mierda estas hablando subnormal de los cojones MAMAAAAAAAA GORDOOOOOOOO.,Pero que estás hablando,MultiParaDetox,es
es,"En España los invasores tienen más derechos que los españoles, pura mierda trae Ebrard y López.","En España tienen más derechos que los españoles, esto lo aportan Ebrard y López.",MultiParaDetox,es
es,"La historia reconocerá que fue el más pelele , inepto e hijo de puta presidente de la historia .",La historia reconocerá que fue el más inepto e hijo  presidente de la historia,MultiParaDetox,es
es,"lástima que sea un fascista, un machista, un subnormal y odie Catalunya","Es lamentable que esta persona sea partidaria del fascismo, el machismo y muestre un desprecio hacia Cataluña.",MultiParaDetox,es
es,Tanto que hablan de Pinochet y los gringos y estos hijueputas son iguales o peores.,Tanto que hablan de Pinochet y los gringos y estos son iguales o peores.,MultiParaDetox,es
es,Blocs y a otra cosa No le des publicidad al monguer,Blocs y a otra cosa No le des publicidad,MultiParaDetox,es
es,Puto perroflautas que man rayao el mercedes,que man rayao el mercedes,MultiParaDetox,es
es,Puta prensa deportiva saliendo en defensa de un puto ultraderechista,Prensa deportiva saliendo en defensa de un ultraderechista,MultiParaDetox,es
es,Asumen tu género por tu apariencia física. Son unos fascistas transfobos y homófobos.,Asumen tu género por tu apariencia física.,MultiParaDetox,es
es,... — putos rojos de mierda macho,estoy harto de los comunistas,MultiParaDetox,es
es,"Qué bien. Hay que ver con los ingenieros, doctores y demás cracks que nos llegan...","Es impresionante ver a los ingenieros, doctores y otros expertos que llegan a nuestro país.",MultiParaDetox,es
es,"La democracia española y la interpretación libre de sus leyes en manos de fascistas. 6D, nada que celebrar.","La democracia española y la libre interpretación de sus leyes en manos de dictadores. 6D, nada que celebrar.",MultiParaDetox,es
es,"Tu eres subnormal, no refinado, no confundas términos.",Tú no eres refinado no confundas términos,MultiParaDetox,es
es,"Sí, para que lo suelten a la media hora. Alguien que hace eso sólo aprende de una manera.","Sí, pero suelen liberarlo después de media hora. Alguien que recurre a eso solo aprende de una manera.",MultiParaDetox,es
es,"Lagarder ya era un puto subnormal, solo que hoy quiere que quede patente.","Lagarder ya era una mala persona, solo que hoy quiere que quede patente.",MultiParaDetox,es
es,La patada JAJAJAJAJA MUERE SUBNORMAL  😂😂😂😂,La patada JAJAJAJAJA 😂😂😂😂,MultiParaDetox,es
es,Venga silenciame ya verás tú cuánto me preocupo SUBNORMAL,Vengan a silenciarme ya verán cuánto me preocupo,MultiParaDetox,es
es,"Muy despreciados,siiii,pero todos vestidos de alta costura española o extranjera como la derechona burguesa verdad,…","todos vestidos de alta costura española o extranjera como la burguesa verdad,…",MultiParaDetox,es
es,Son sus costumbres y hay que respetarlas,Cada grupo tiene sus propias tradiciones y es importante respetarlas,MultiParaDetox,es
es,"No busquéis más, ya tenemos al tonto del hilo.","No busqueis mas, aqui esta quien faltaba",MultiParaDetox,es
es,Con el Zumo no se juega.,No se juega con el zumo.,MultiParaDetox,es
es,No te acerques que me tiznas le dijo la sarten al cazo... 😂 Los más fascistas de la izquierda,No te acerques que me tiznas le dijo la sarten al cazo...,MultiParaDetox,es
es,"Pero pedazo de subnormal, prefieres a Charlotte antes que Lana.","Pero, prefieres a Charlotte antes que Lana.",MultiParaDetox,es
es,"Te lo llama hasta tu cuñado. Pero no sufras, ¿quién no tiene un mongolo en la familia?","te lo llama hasta tu cuñado. pero tranquilo, ¿quien no tiene a una persona de capacidades diferentes en la familia?",MultiParaDetox,es
es,"Pues un héroe el que se bebió el zumo, de no haberlo hecho este estaría vendiendo corbatas por los bares","Realmente fue un acto heróico de quien se bebió el zumo. De no haberlo hecho, es probable que esa persona estuviera vendiendo corbatas en los bares",MultiParaDetox,es
es,Me acojona ver a la derecha rancia pidiendo #BoicotALosGoya Más incultura seguirá formando fascistas como ellos... ➕Cine ➖Toros #Españistán,Me asusta ver a la derecha pidiendo #BoicotALosGoya Más incultura seguirá formando gente de derechas como ellos... ➕Cine ➖Toros #Españistán,MultiParaDetox,es
es,🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  ASQUEROSO,🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️,MultiParaDetox,es
es,te has equivocado de captura subnormal,te has equivocado de captura,MultiParaDetox,es
es,Pero el calentamiento global son COSAS DE HIPPIES Y PERROFLAUTAS,Pero el calentamiento global son COSAS DE HIPPIES,MultiParaDetox,es
es,Tú debes de ser un facha costalero del PPodrido.,Debes ser un comerciante costero.,MultiParaDetox,es
es,La derechona sale a dar una vuelta por Barcelona.  vía,La derecha sale a dar una vuelta por Barcelona. Via,MultiParaDetox,es
es,Que ganas de que metan al peluo en la carcel por subnormal😆😆😆,Espero que lo lleven a la cárcel por sus acciones inapropiadas.,MultiParaDetox,es
es,"Mejores Autopistas?, Ese mancito Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘","Mejores Autopistas?, Ese Gómez dónde vive?, Seguro es un sureñito Petrista 😕🤘",MultiParaDetox,es
es,ya esta el subnormal de luis enrique jodiendome apuestas sin poner a suarez,ya esta luis enrique arruinandome apuestas sin poner a suarez,MultiParaDetox,es
es,"No a los politicos de mierda, nunca mas.","No a los politicos, nunca mas.",MultiParaDetox,es
es,🚨🚨 Los okupas causan graves disturbios en Santiago y el alcalde 'podemita' les respalda ➡️  SON GENTUZA,Los okupas causan graves disturbios en santiago y el alcalde podemita les respalda,MultiParaDetox,es
es,imagina y todo fue por entrar con una maleta en un museo. Putos nazis,imagina y todo fue por entrar con una maleta en un museo.,MultiParaDetox,es
es,Expulsado #Guillermo Un mamarracho Herrera 💩,Expulsado #Guillermo,MultiParaDetox,es
es,"Llévenlos a prisión, y una vez paguen la condena enviarlos a su país por deportación.","Llévenlos a prisión y, después de cumplir la condena, procedan con su deportación a su país.",MultiParaDetox,es
es,Otro españolazo fascista coaccionando al pueblo catalán secesionista.,Otro españolazo coaccionando al pueblo catalán secesionista.,MultiParaDetox,es
es,¿Y este subnormal quién es?,"Y este hombre extraño, ¿quién es?",MultiParaDetox,es
es,En la puta casa del chaquetero de Aliaga los tendrían que poner,En la casa de Aliaga los tendrían que poner,MultiParaDetox,es
es,Estas elecciones les van a venir de perlas a los fachas de VOX.,Estas elecciones les van a venir de perlas a los  de VOX.,MultiParaDetox,es
es,"Totalmente de acuerdo con la diputada, a esos cáfres asquerosos que no los vayan a dejar devolver a Bogotá.",Estoy totalmente de acuerdo con el diputado que no les permitirá regresar a Bogotá.,MultiParaDetox,es
es,Seguro que era de pera-piña. Es el único por el que yo mataría.,Es posible que fuera de pera-piña. Es el único por el que haría algo así.,MultiParaDetox,es
es,vete a un cajero mamon,vete a un cajero,MultiParaDetox,es
es,"Le pega 16 tiros y le grita ""No te muevas"", menudo subnormal.","Le dispara 16 veces y le grita ""No te muevas"", que individuo",MultiParaDetox,es
es,Ya empecé con la depresión de mierda,ya comencé con la depresión,MultiParaDetox,es
es,cuidado con estos conspiradores de mierda,Cuidado con estas personas,MultiParaDetox,es
es,Qué mierda esa zozobra previa a los recortes de personal.,Qué zozobra previa a los recortes de personal.,MultiParaDetox,es
es,ya me han venido los 4 fachas de turno a tocarme los cojones,Ya me han venido las 4 de turno a molestarme,MultiParaDetox,es
es,Quién es este subnormal y por qué ha soltado semejante subnormalez?,Quién es él y por qué ha soltado semejante palabra,MultiParaDetox,es
es,Qué peste a culé esta pillando la afición madridista...,Qué peste esta pillando la afición madridista...,MultiParaDetox,es
es,"Pues si es así, que zorras que sois.","Bueno, si es así, ¿qué clase de gente eres.",MultiParaDetox,es
es,Cuando alguien intenta manipular de manera tan burda lo que provoca es asco. Miratelo.,Cuando alguien intenta manipular de manera tan vil lo que provoca es pena.,MultiParaDetox,es
es,"No pasa nada, él es el mas preparado y el mas valiente que ya lo decia la abuela Carmena.","No hay problema, él es el más preparado y valiente, como lo afirmaba la abuela Carmena.",MultiParaDetox,es
es,"Con Mokus y Fajardo, hay estos políticos de mierda",Con Mockus y Fajardo hay estos políticos,MultiParaDetox,es
es,"Mano, puto subnormal, dos veces te lo he tenio que repetir","Mano, dos veces te lo he tenio que repetir",MultiParaDetox,es
es,"Árbitro de mierda, Conmebol de mierda.","Ni buen árbitro, ni buena Conmebol.",MultiParaDetox,es
es,Es asombroso el nivel de estupidez-robotización del adoctrinamiento progre.,Resultado: Es sorprendente el nivel de robotización en el adoctrinamiento progresista.,MultiParaDetox,es
es,"es que no lo eres, es decir, qué más da ser hetero, el problema está en ser retrasado xd","es que no lo eres, es decir, qué más da ser hetero, el problema no entender las cosas",MultiParaDetox,es
es,Los mas valientes. Haz que pase!,"Los más valientes. Por favor, asegúrate de que avance",MultiParaDetox,es
es,"El gobierno de mierda, debería dejar de hablar hueás contra toda evidencia.","El gobierno, debería dejar de hablar hueás contra toda evidencia.",MultiParaDetox,es
es,"La jueza archiva la paliza de los trozos de mierda fascistas a Lagarder, porque la  no entregó la denuncia",La jueza archiva el problema de los fascistas a Lagarder porque no  entregó la denuncia,MultiParaDetox,es
es,"Y lo bien que les va siendo fachas, que no es gratis","Y lo bien que les va siendo conservadores, que no es gratis",MultiParaDetox,es
es,"Culpa de las mafias y lo progres follarefugees que hacen efecto llamada, nos quedamos sin 57 pensiones","Culpa de las mafias y lo progres que hacen efecto llamada, nos quedamos sin 57 pensiones",MultiParaDetox,es
